"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1061","verifyThatAllDetailFieldsRemainPreFilledAfterClosingThePaymentModal","TestSuite","2026-06-02","passed","2026-06-02","org.coffeecart5340.ui.PaymentModalPrefilledFieldsTest","UI Tests","org.coffeecart5340.ui.PaymentModalPrefilledFieldsTest","verifyThatAllDetailFieldsRemainPreFilledAfterClosingThePaymentModal"
"","592","verifyValidationMessageForInvalidEmailDuringCheckout","TestSuite","2026-06-02","passed","2026-06-02","org.coffeecart5340.ui.CheckoutEmailValidationTest","UI Tests","org.coffeecart5340.ui.CheckoutEmailValidationTest","verifyValidationMessageForInvalidEmailDuringCheckout"
"","2610","Verify payment form validation and successful submission without promo","TestSuite","2026-06-02","passed","2026-06-02","org.coffeecart5340.ui.PaymentModalCheckoutTest","UI Tests","org.coffeecart5340.ui.PaymentModalCheckoutTest","testPaymentFormValidations"
"","389","headerTest","TestSuite","2026-06-02","passed","2026-06-02","org.coffeecart5340.ui.TestExample","UI Tests","org.coffeecart5340.ui.TestExample","headerTest"
"TC-54: Verify item removal and total recalculation when decreasing quantity to zero via minus button","435","verifyItemRemovalAndTotalRecalculationWhenDecreasingQuantityToZero","TestSuite","2026-06-02","failed","2026-06-02","org.coffeecart5340.ui.DecreaseQuantityToZeroTest","UI Tests","org.coffeecart5340.ui.DecreaseQuantityToZeroTest","verifyItemRemovalAndTotalRecalculationWhenDecreasingQuantityToZero"
"","1044","verifyThatAllDetailFieldsRemainPreFilledAfterClosingThePaymentModal","TestSuite","2026-06-02","passed","2026-06-02","org.coffeecart5340.ui.PaymentModalPrefilledFieldsTest","UI Tests","org.coffeecart5340.ui.PaymentModalPrefilledFieldsTest","verifyThatAllDetailFieldsRemainPreFilledAfterClosingThePaymentModal"
"","2","setupCartAndOpenModal","TestSuite","2026-06-02","broken","2026-06-02","org.coffeecart5340.ui.PaymentModalCheckoutTest","UI Tests","org.coffeecart5340.ui.PaymentModalCheckoutTest","setupCartAndOpenModal"
"TC-14 - Verify that user can navigate between Menu and Cart pages using header links","5906","verifyNavigation","TestSuite","2026-06-02","passed","2026-06-02","org.coffeecart5340.ui.HeaderNavigationTest","UI Tests","org.coffeecart5340.ui.HeaderNavigationTest","verifyNavigation"
"","1","Verify successful checkout with promotional checkbox selected","TestSuite","2026-06-02","skipped","2026-06-02","org.coffeecart5340.ui.PaymentModalCheckoutTest","UI Tests","org.coffeecart5340.ui.PaymentModalCheckoutTest","testPaymentFormWithPromoCheckbox"
"","5954","verifyDiscountAppearsAfterThreeCupsOnTheCartPage","TestSuite","2026-06-02","failed","2026-06-02","org.coffeecart5340.ui.DiscountAfterThreeCupsTest","UI Tests","org.coffeecart5340.ui.DiscountAfterThreeCupsTest","verifyDiscountAppearsAfterThreeCupsOnTheCartPage"
"Verify that promo message appears only after adding the third coffee item and all items are displayed in checkout preview","11263","testPromoAppearsOnlyAfterThirdItem","TestSuite","2026-06-02","passed","2026-06-02","org.coffeecart5340.ui.PromoDiscountTest","UI Tests","org.coffeecart5340.ui.PromoDiscountTest","testPromoAppearsOnlyAfterThirdItem"
"","5429","verifyRemovingItemFromTheCartUpdatesTheTotalAndCartState","TestSuite","2026-06-02","passed","2026-06-02","org.coffeecart5340.ui.CartItemRemovalItem","UI Tests","org.coffeecart5340.ui.CartItemRemovalItem","verifyRemovingItemFromTheCartUpdatesTheTotalAndCartState"
"","964","verifyValidationMessageForInvalidEmailDuringCheckout","TestSuite","2026-06-02","passed","2026-06-02","org.coffeecart5340.ui.CheckoutEmailValidationTest","UI Tests","org.coffeecart5340.ui.CheckoutEmailValidationTest","verifyValidationMessageForInvalidEmailDuringCheckout"
"","497","verifyValidationMessageForInvalidEmailDuringCheckout","TestSuite","2026-06-02","passed","2026-06-02","org.coffeecart5340.ui.CheckoutEmailValidationTest","UI Tests","org.coffeecart5340.ui.CheckoutEmailValidationTest","verifyValidationMessageForInvalidEmailDuringCheckout"
"","5846","PromoDisagreeTest","TestSuite","2026-06-02","passed","2026-06-02","org.coffeecart5340.ui.PromoDisagreeButtonTest","UI Tests","org.coffeecart5340.ui.PromoDisagreeButtonTest","PromoDisagreeTest"
"","521","verifyValidationMessageForInvalidEmailDuringCheckout","TestSuite","2026-06-02","passed","2026-06-02","org.coffeecart5340.ui.CheckoutEmailValidationTest","UI Tests","org.coffeecart5340.ui.CheckoutEmailValidationTest","verifyValidationMessageForInvalidEmailDuringCheckout"
"TC-31 - Verify that promo drink is added to cart after clicking agree button","750","verifyPromoDrink","TestSuite","2026-06-02","passed","2026-06-02","org.coffeecart5340.ui.PromoDrinkTest","UI Tests","org.coffeecart5340.ui.PromoDrinkTest","verifyPromoDrink"
"","6172","CartPreviewCheck","TestSuite","2026-06-02","passed","2026-06-02","org.coffeecart5340.ui.CartPreviewTest","UI Tests","org.coffeecart5340.ui.CartPreviewTest","CartPreviewCheck"
"","1382","EmptyCartPageCheckTest","TestSuite","2026-06-02","passed","2026-06-02","org.coffeecart5340.ui.EmptyCartPageTest","UI Tests","org.coffeecart5340.ui.EmptyCartPageTest","EmptyCartPageCheckTest"
"Verify that hovering over the Total button shows the cart preview with correct items","5362","testTotalButtonPreviewOnHover","TestSuite","2026-06-02","failed","2026-06-02","org.coffeecart5340.ui.TotalButtonCartPreviewTest","UI Tests","org.coffeecart5340.ui.TotalButtonCartPreviewTest","testTotalButtonPreviewOnHover"
"","1177","PromoCheckTest","TestSuite","2026-06-02","failed","2026-06-02","org.coffeecart5340.ui.PromoTest","UI Tests","org.coffeecart5340.ui.PromoTest","PromoCheckTest"
"TC-12 - Verify that adding the same coffee multiple times updates quantity in Cart","1398","verifyUpdatesQuantityInCart","TestSuite","2026-06-02","passed","2026-06-02","org.coffeecart5340.ui.ItemQuantityUpdateTest","UI Tests","org.coffeecart5340.ui.ItemQuantityUpdateTest","verifyUpdatesQuantityInCart"
"","1174","verifyThatAllDetailFieldsRemainPreFilledAfterClosingThePaymentModal","TestSuite","2026-06-02","passed","2026-06-02","org.coffeecart5340.ui.PaymentModalPrefilledFieldsTest","UI Tests","org.coffeecart5340.ui.PaymentModalPrefilledFieldsTest","verifyThatAllDetailFieldsRemainPreFilledAfterClosingThePaymentModal"
"","222","testListItemComponent","TestSuite","2026-06-02","failed","2026-06-02","org.coffeecart5340.ui.TestExample","UI Tests","org.coffeecart5340.ui.TestExample","testListItemComponent"
